customer_id,recency_days,frequency,monetary_total,monetary_avg,avg_basket_size,avg_items_per_order,unique_products,preferred_dow,preferred_hour,tenure_days,purchase_velocity,predicted_purchases_90d,prob_alive,clv_90d,segment,segment_label,churned,churn_proba,treatment,converted
12497,82,3,5996.5,109.02727272727273,103.10909090909091,1890.3333333333333,40,3,12,563,281.0,0.39040568068410053,0.931107277086371,190.7164639905026,0,At Risk,0,0.0,0,0
12498,21,3,349.70000000000005,16.652380952380955,7.428571428571429,52.0,20,3,9,36,18.0,1.1795904524046983,0.8741927812528407,35.07997512720464,0,At Risk,0,0.0,0,0
12500,23,18,5559.21,42.76315384615385,25.807692307692307,186.38888888888889,87,4,9,650,37.8235294117647,1.9939159012085967,0.9895726517222547,128.59096517481973,3,Loyal Customers,0,0.0,1,0
12502,96,5,2995.87,21.097676056338027,5.591549295774648,158.8,101,3,11,214,53.25,1.0724354145960573,0.9050730204470623,131.87109967789488,0,At Risk,0,0.0,0,0
12504,18,4,689.05,40.53235294117647,26.647058823529413,113.25,10,0,10,578,192.33333333333334,0.5549251715289002,0.9643297675092759,21.26376819066258,0,At Risk,0,0.0,0,0
12507,134,4,1508.06,32.78391304347826,27.043478260869566,311.0,45,1,9,450,150.0,0.538289266909925,0.9195264908800306,37.57445389418349,0,At Risk,0,0.0,0,0
12508,26,2,398.27,5.772028985507246,3.9420289855072466,136.0,57,3,16,2,2.0,1.3794913277505694,0.8505911709278736,36.826625802792414,0,At Risk,0,0.0,0,0
12510,143,7,3039.03,22.18270072992701,14.751824817518248,288.7142857142857,92,4,14,592,98.0,0.7510187306751301,0.9379275055835704,67.03292074642218,0,At Risk,0,0.0,1,1
12514,267,2,1597.76,19.02095238095238,10.0,420.0,76,3,16,374,374.0,0.2304830235884959,0.7659371625455978,46.98172462774943,0,At Risk,0,0.0,1,0
12516,78,4,2288.62,32.69457142857143,27.6,483.0,48,0,9,521,173.33333333333334,0.5428681776240727,0.9473848045005882,63.74998321225687,0,At Risk,0,0.0,1,0
12517,28,4,2322.84,8.266334519572954,4.843416370106762,340.25,231,3,15,161,53.333333333333336,1.2872601297637674,0.9504335917799058,132.32470222156536,0,At Risk,0,0.0,1,0
12518,1,5,1840.89,15.46966386554622,10.974789915966387,261.2,83,4,10,109,27.0,2.2043204840045534,0.9755230708236662,169.39454720447327,0,At Risk,0,0.0,1,0
12519,64,2,636.54,16.751052631578947,10.263157894736842,195.0,33,4,8,413,413.0,0.33998779578449356,0.8820940829963897,20.10029683864431,0,At Risk,0,0.0,0,1
12520,79,5,2346.2599999999998,15.96095238095238,9.680272108843537,284.6,120,4,11,194,48.25,1.1884130738907734,0.9167090126251246,85.2944105010293,0,At Risk,0,0.0,1,0
12522,39,2,156.72,15.672,19.2,96.0,10,0,14,12,12.0,1.1565965999001004,0.8263197014686279,22.226698724498533,0,At Risk,0,0.0,1,0
12523,19,23,4030.15,16.86255230125523,9.439330543933055,98.08695652173913,175,3,12,712,31.863636363636363,2.496127951514572,0.9922465696689454,88.2969427054333,3,Loyal Customers,0,0.0,1,1
12524,9,17,9794.11,43.72370535714286,31.714285714285715,417.88235294117646,156,0,11,660,40.875,1.8943685435544855,0.9920164426492525,230.90662793136036,3,Loyal Customers,0,0.0,1,0
12525,498,3,883.73,14.978474576271188,8.542372881355933,168.0,55,1,14,149,74.0,0.12760045509319062,0.3055334149958977,5.267560885748083,2,Lost / Dormant,1,1.0,0,0
12526,1,3,1172.66,17.245,9.176470588235293,208.0,63,0,9,93,46.5,1.4753270115654185,0.9523025018675352,101.76360156480285,0,At Risk,0,0.0,0,0
12527,82,5,717.51,23.14548387096774,16.93548387096774,105.0,25,0,15,447,111.25,0.738084513659533,0.9501050972605113,15.50220846063927,0,At Risk,0,0.0,0,0
12528,9,6,1645.48,19.133488372093023,8.604651162790697,123.33333333333333,49,0,9,303,60.4,1.35920087719596,0.977623069805405,65.03096165937981,0,At Risk,0,0.0,0,0
12530,60,9,3381.26,22.69302013422819,18.06711409395973,299.1111111111111,93,0,14,582,72.375,1.1094364750835364,0.9736638357511693,83.63304548501651,0,At Risk,0,0.0,1,0
12531,15,2,1771.2,14.057142857142857,8.80952380952381,555.0,125,4,14,671,671.0,0.257062306998888,0.9053447725320604,6.970535069548134,0,At Risk,0,0.0,1,0
12533,628,2,1223.89,17.48414285714286,9.942857142857143,348.0,62,1,11,110,110.0,0.06486719277233688,0.24334883031044444,5.313765369440798,2,Lost / Dormant,1,1.0,0,0
12535,92,2,716.35,21.069117647058825,6.4411764705882355,109.5,28,0,12,94,94.0,0.604823036871668,0.7939860094589934,42.713020290299966,0,At Risk,0,0.0,1,0
12538,29,2,640.45,18.836764705882356,9.882352941176471,168.0,33,3,17,349,349.0,0.4141369470271993,0.8951826980675361,30.80794940756586,0,At Risk,0,0.0,0,0
12539,22,7,11186.75,22.240059642147116,9.013916500994036,647.7142857142857,275,2,13,694,115.16666666666667,0.6937474541734231,0.9770253538543804,164.8966697730133,3,Loyal Customers,0,0.0,0,1
12540,20,32,19250.49,26.04937753721245,14.764546684709066,340.96875,353,1,12,712,22.451612903225808,3.348372481252793,0.9930963367887354,414.47625602031195,1,Champions,0,0.0,0,0
12541,30,3,841.18,17.166938775510204,13.775510204081632,225.0,45,3,10,251,125.0,0.7603751646838979,0.9385601065705792,42.588693453094066,0,At Risk,0,0.0,0,1
12542,484,2,481.88,12.355897435897436,13.384615384615385,261.0,39,1,16,156,156.0,0.12495515585612553,0.41469701681711546,3.1871430188987286,2,Lost / Dormant,1,1.0,1,0
12545,75,2,832.39,17.341458333333332,10.770833333333334,258.5,41,4,12,184,184.0,0.5182575675028162,0.8476765550977169,30.7841917229995,0,At Risk,0,0.0,0,0
12546,47,2,1021.5,15.246268656716419,9.373134328358208,314.0,58,4,9,31,31.0,0.9946349245449493,0.8254403938530567,70.32349943751683,0,At Risk,0,0.0,1,0
12547,198,3,299.58,16.64333333333333,17.0,102.0,12,1,13,302,150.5,0.4323502770192558,0.8343852261103826,6.965112602910249,0,At Risk,0,0.0,1,0
12549,576,5,1570.68,32.722500000000004,28.4375,273.0,37,0,12,121,30.0,0.04578722691463412,0.09094580881788107,3.0743464956530353,2,Lost / Dormant,1,1.0,0,0
12553,8,12,4104.75,18.08259911894273,10.118942731277533,191.41666666666666,108,4,10,415,37.18181818181818,2.0926092873249607,0.9891339517525103,135.61393330838433,3,Loyal Customers,0,0.0,1,0
12556,50,2,603.71,4.989338842975207,2.958677685950413,179.0,100,0,13,100,100.0,0.735447897713328,0.851534775028974,44.06060349881448,0,At Risk,0,0.0,1,1
12557,16,8,18716.14,322.69206896551725,116.93103448275862,847.75,15,0,10,706,100.42857142857143,0.9064529260058946,0.9836374244513184,426.5188100951531,1,Champions,0,0.0,0,1
12559,311,2,525.71,26.285500000000003,14.05,140.5,20,0,10,8,8.0,0.13895167285340013,0.26412604745162527,2.4026057111627073,2,Lost / Dormant,1,1.0,0,0
12560,5,2,1918.01,18.621456310679612,10.660194174757281,549.0,90,1,15,137,137.0,0.8055640315353627,0.9041832106566386,101.6855054731847,0,At Risk,0,0.0,0,0
12562,8,9,4426.92,22.35818181818182,11.6010101010101,255.22222222222223,112,3,9,427,53.0,1.5504631823996733,0.9858970074389404,154.0394950205925,3,Loyal Customers,0,0.0,0,0
12567,23,15,12467.86,19.980544871794873,9.642628205128204,401.1333333333333,364,6,11,644,45.5,1.6654011194723657,0.9885029087961342,301.4777865738875,3,Loyal Customers,0,0.0,0,0
12569,2,32,3152.69,20.080828025477707,11.127388535031848,54.59375,91,3,14,250,7.645161290322581,6.576245987287096,0.9951542695989609,151.78705193556496,3,Loyal Customers,0,0.0,1,1
12571,40,2,519.61,15.28264705882353,15.382352941176471,261.5,31,0,10,81,81.0,0.8390820037189549,0.8600397564946268,47.02129713081224,0,At Risk,0,0.0,1,0
12572,9,2,912.42,15.731379310344828,7.689655172413793,223.0,52,2,8,43,43.0,1.2545204862310055,0.8962805128064705,110.65723672229893,0,At Risk,0,0.0,0,0
12573,227,5,717.41,6.028655462184874,4.025210084033613,95.8,107,1,13,237,58.75,0.6123131053285357,0.7092503334454787,17.36428731677591,0,At Risk,0,0.0,0,0
12575,457,2,568.8199999999999,15.800555555555555,8.666666666666666,156.0,33,3,9,69,69.0,0.09887456462744278,0.2783641336482296,5.379130293419589,2,Lost / Dormant,1,1.0,1,0
12576,36,8,2062.72,14.629219858156027,10.581560283687944,186.5,113,4,10,490,69.57142857142857,1.1786083628946533,0.9775277597881623,58.83574173903434,0,At Risk,0,0.0,0,0
